REFERENCE,PLACENAME,DESIGNATION,STATUS,GAZETTE DATE,GEOGRAPHICAL NAME,PREVIOUS NAMES,GNB FILE,LGA,APPROX. AGD66 LAT,APPROX. AGD66 LONG,APPROX. GDA94 LAT,APPROX. GDA94 LONG,AGD66 TOPO MAP,1:100000 MAP NAME,1:100000 MAP NO,PARISH,COUNTY,DESCRIPTION,MEANING,ORIGIN,HISTORY
80418,Margarets Bay,BAY,ASSIGNED,17th December 1999,"","",GNB4684,LAKE MACQUARIE,-33  05  43, 151  37  28,-33  05  37, 151  37  32,SWANSEA,LAKE MACQUARIE,9231,WALLARAH,NORTHUMBERLAND,"A bay in Lake Macquarie adjacent to Galgabba Point and Parbury Park reserve, .5 km west of Old Pacific Hwy, Swansea South.          ",   ,"Old Margaret, known as the 'last' of the Lake Macquarie district Awabakal aboriginal tribe (Margaret was the wife of 'Ned' who gave his name to Lake Macquarie's Black Ned's Bay and Black Ned's Point). Margaret lived in a small hut on what is now known as 'Parbury Park' until her death at Newcastle hospital in the year 1900.",  
80991,Moore Bay,BAY,ASSIGNED,24th August 2001,"","",GNB4819,SINGLETON,-32  20  30, 151  16  42,-32  20  24, 151  16  46,CARROWBROOK,CAMBERWELL,9133,SHENSTONE,DURHAM,A bay adjacent to Richards Point within Lake St Clair.           ,   ,Part of Singleton Shire Council's naming of geographical features around the Lake St Clair area. Named after the Moore family.   ,The Moore family was displaced when the Lake filled in the mid 1980's. 
82284,Tumbalong,BAY,DUALASSIGNED,7th January 2005,Darling Harbour,Tumbalong; Tuombalong; Cockle Bay,GNB5005,LEICHHARDT,-33  52  06, 151  11  56,-33  52  00, 151  12  00,PARRAMATTA RIVER,SYDNEY,9130,PETERSHAM,CUMBERLAND,A port within Port Jackson about 4 km S of Crows Nest. This feature is dual named.          ,   ,Tumbalong is the Aboriginal name for Darling Harbour. The name was chosen in consultation with Sydney Aboriginal communities.  ,  
82315,Sandfly Bay,BAY,ASSIGNED,20th August 2004,"","","",BEGA VALLEY,-36  41  00, 149  59  00,-36  40  54, 149  59  04,BEGA,BEGA,8824,TANJA,DAMPIER,A small bay within Nelson Lagoon approx 1 km WNW of Baronda Head.           ,   ,    ,  
82316,Stinking Bay,BAY,ASSIGNED,20th August 2004,"","","",BEGA VALLEY,-36  39  00, 150  00  00,-36  38  54, 150  00  04,BEGA,BEGA,8824,TANJA,DAMPIER,A bay situated approx 1 km NNE of Dori Bay and about 1 km S of Penders Beach.          ,   ,    ,  
83068,Serenity Bay,BAY,ASSIGNED,4th April 2008,"","",GNB5097,COFFS HARBOUR,-30  10  38, 153  11  19,-30  10  32, 153  11  23,MOONEE BEACH,COFFS HARBOUR,9537,MOONEE,FITZROY,A bay containing Shelly Beach located between Dammerels Head and Look At Me Now Headland near the suburb of Signal Hill.          ,   ,    ,  
83431,Winji Jimmi Bay,BAY,ASSIGNED,18th June 2010,"","",GNB5112,PITTWATER,-33  39  58, 151  18  30,-33  39  52, 151  18  34,MONA VALE,SYDNEY,9130,NARRABEEN,CUMBERLAND,A bay situated 500m E of Winererremy Bay and 250m S of Old Mangrove Bay at Pittwater in the suburb of Mona Vale.          ,   ,    ,  
83663,Pratt Bay,BAY,ASSIGNED,19th August 2011,"","",GNB5477,WARRINGAH,-33  37  00, 151  12  26,-33  36  54, 151  12  30,COWAN,SYDNEY,9130,BROKEN BAY,CUMBERLAND,A small bay located 200m S of Cottage Point near the confluence of Coal and Candle Creek and Cowan Creek in the locality of Cottage Point          ,   ,Recognises the long standing association of four generations of Pratt family to Church Point.  Violet and George Pratt purchased Por 3 DP 11177 in June 1932 as part of the subdivision of James Terrey's original 1879 Crown land grant of 100 acres.The family has helped with the public water supply in the 1970s and continue to maintain the Bay.,  
84491,The Boneyard,BAY,RECORDED,9th December 2016,"","",GNB5831,KIAMA,-34  39  03, 150  51  33,-34  38  57, 150  51  37,KIAMA,KIAMA,9028,KIAMA,CAMDEN,For a bay located to the west of Bombo Headland and south east of Cathedral Rocks in the locality of Bombo.          ,   ,The bay is fronted by rocks and reefs and is a well-documented surfing location.   ,  
84733,Myles Bay,BAY,PROPOSED,"","","",GNB5939,LITHGOW,-33  25  23,  ,-33  25  17,  ,LITHGOW,WALLERAWANG,8931,LIDSDALE,COOK,An inlet on the eastern shore of Lake Wallace approx 315m north of Rocky Waterhole Drive in the locality of Wallerawang.          ,   ,"According to historian Jim Smith, James Walkers cousin Thomas Archer came to know and respect Myles ('King' Miles or My-ill) who was an Aboriginal leader in the Wallerawang district  ",  
