REFERENCE,PLACENAME,DESIGNATION,STATUS,GAZETTE DATE,GEOGRAPHICAL NAME,PREVIOUS NAMES,GNB FILE,LGA,APPROX. AGD66 LAT,APPROX. AGD66 LONG,APPROX. GDA94 LAT,APPROX. GDA94 LONG,AGD66 TOPO MAP,1:100000 MAP NAME,1:100000 MAP NO,PARISH,COUNTY,DESCRIPTION,MEANING,ORIGIN,HISTORY
46473,Pinta Bay,BAY,ASSIGNED,19th November 1976,"",Trafalgar Bay,"",HORNSBY,-33  36  00, 151  12  00,-33  35  54, 151  12  04,COWAN,SYDNEY,9130,COWAN,CUMBERLAND,A bay about 3 km WNW of Cottage Point and about 3 km E of Cowan Railway Station.          ,   ,    ,  
46577,Pipers Bay,BAY,ASSIGNED,25th July 1975,"","","",GREAT LAKES,-32  14  00, 152  31  00,-32  13  54, 152  31  04,FORSTER,FORSTER,9433,FORSTER,GLOUCESTER,A bay in Wallis Lake about 5 km SW by W of Cape Hawke and about 2km NW by N of Little Snake Island.          ,   ,    ,  
46627,Pithungnar Bay,BAY,ASSIGNED,7th September 1973,"",Pith-Thung-Nar Bay,"",WOLLONGONG,-34  31  00, 150  49  00,-34  30  54, 150  49  04,ALBION PARK,KIAMA,9028,CALDERWOOD,CAMDEN,A bay about 5 km W by N of Windang and about 2 km SE of the suburb of Lakelands.          ,   ,    ,  
46628,Pith-Thung-Nar Bay,BAY,VARIANT,"",Pithungnar Bay,"","",WOLLONGONG,-34  31  00, 150  49  00,-34  30  54, 150  49  04,"",KIAMA,9028,"","",           ,   ,    ,  
46807,Pocket Bay,BAY,ASSIGNED,24th May 1968,"","","",WOLLONDILLY,-33  56  00, 150  26  00,-33  55  54, 150  26  04,BIMLOW,KATOOMBA,8930,COOBA,COOK,A bay in Lake Burragorang about 1.25 km south west of Gogongolly Mountain.          ,   ,    ,  
47132,Port Hacking,BAY,ASSIGNED,4th May 1973,"","","",SUTHERLAND SHIRE,-34  04  00, 151  08  00,-34  03  54, 151  08  04,PORT HACKING,PORT HACKING,9129,WATTAMOLLA,CUMBERLAND,A bay extending westerly from a line between the rock baths at Jibbon Street Cronulla ESE to Port Hacking Point including all bays except those in South West Arm between Grahams Point and Costens Point; Hacking River between Grays Point and Danger Point; North West Arm from Mansion Point NNE to the suburb of Gymea Bay near Coopernook Av.; and South of the footbridge across Cabbage Tree Basin in the suburb of Maianbar.     ,   ,"Bass and Flinders first entered this bay, on 30 March 1796. Flinders said the natives called the areaDeeban"" (A voyage to Terra Australis - Matthew Flinders R.N.1814 Vol 1 page XCVII)  """,  
47168,Porto Bay,BAY,ASSIGNED,8th October 1976,"","","",HORNSBY,-33  34  00, 151  13  00,-33  33  54, 151  13  04,COWAN,SYDNEY,9130,COWAN,CUMBERLAND,A bay about 2 km S of Brooklyn and about 3 km NE by N of Jerusalem Bay.          ,   ,    ,  
47177,Portuguese Bay,BAY,ASSIGNED,11th April 1977,"","","",PITTWATER,-33  36  30, 151  18  00,-33  36  24, 151  18  04,BROKEN BAY,SYDNEY,9130,BROKEN BAY,CUMBERLAND,A bay within Pittwater about 1 km N of Longnose Point and about 3 km W by S of Little Head.          ,   ,    ,  
47285,Powder Hulk Bay,BAY,ASSIGNED,19th November 1976,"","","",MANLY,-33  48  00, 151  14  00,-33  47  54, 151  14  04,PARRAMATTA RIVER,SYDNEY,9130,MANLY COVE,CUMBERLAND,A bay within Middle Harbour about 1 km E of Castlecrag.           ,   ,POWDER HULK BAY so named because powder hulks were moored for many Years in the bay. P. 333. (Infr. from RAHS Journal Vol 31 pt 5)   ,  
47353,Pretty Flat Bay,BAY,ASSIGNED,14th January 1977,"","","",GREAT LAKES,-32  26  00, 152  20  00,-32  25  54, 152  20  04,MYALL LAKE,BULAHDELAH,9333,EURUNDEREE,GLOUCESTER,A bay about 3 km E of Toms Hill and about 1 km NW of McGraths Island.           ,   ,    ,  
47374,Pretty Point Bay,BAY,ASSIGNED,29th October 1971,"","","",EUROBODALLA,-35  48  00, 150  14  00,-35  47  54, 150  14  04,MOGO,BATEMANS BAY,8926,BATEMAN,ST VINCENT,A bay on E coast of NSW at S end of Malua Bay.           ,   ,    ,  
47399,Primbee Bay,BAY,ASSIGNED,29th June 1973,"","","",WOLLONGONG,-34  30  00, 150  52  30,-34  29  54, 150  52  34,ALBION PARK,KIAMA,9028,WOLLONGONG,CAMDEN,A bay N of Primbee and about 6 km E of Koonawarra.           ,   ,    ,  
47419,Princes Bay,BAY,ASSIGNED,31st August 1973,"",Dewey Bay,"",LAKE MACQUARIE,-33  01  20, 151  36  20,-33  01  14, 151  36  24,SWANSEA,LAKE MACQUARIE,9231,AWABA,NORTHUMBERLAND,A bay in Lake Macquarie about 2km W by N of Green Point and about 1km SE of Toronto.          ,   ,    ,  
47427,Prince William Henry Bay,BAY,ASSIGNED,18th April 1980,"","","",LORD HOWE,-31  32  00, 159  04  00,-31  31  54, 159  04  04,LORD HOWE ISLAND,LORD HOWE ISLAND,,LORD HOWE ISLAND,LORD HOWE ISLAND,A bay W of Cobbys Corner and about 1400 m form Blackburn Island.           ,   ,Named by Bell in 1788 after Prince William Henry.    ,  
47479,Providence Bay,BAY,DISCONTINUED,"","","","","",-32  37  00, 152  19  00,-32  36  54, 152  19  04,"",PORT STEPHENS,9332,"","",           ,   ,    ,  
47480,Providence Bay,BAY,ASSIGNED,17th September 1976,"",Bennets Bay,"",PORT STEPHENS,-32  41  30, 152  12  00,-32  41  24, 152  12  04,PORT STEPHENS,PORT STEPHENS,9332,TOMAREE,GLOUCESTER,A bay N of Yacaaba Head about 2 km SE of Hawks Nest           ,   ,    ,  
47693,Purrah Bay,BAY,ASSIGNED,29th June 1973,"","","",WOLLONGONG,-34  30  00, 150  50  00,-34  29  54, 150  50  04,ALBION PARK,KIAMA,9028,KEMBLA,CAMDEN,A bay about 4 km W of Primbee and about 3 km E by N of the suburb of Lakelands.          ,   ,    ,  
47712,Pur Pur Bay,BAY,ASSIGNED,29th June 1973,"","","",SHELLHARBOUR,-34  32  30, 150  52  00,-34  32  24, 150  52  04,ALBION PARK,KIAMA,9028,WOLLONGONG,CAMDEN,A bay about 1 km W by N of Windang Island and about 6 km NE of Croom.           ,   ,    ,  
47716,Quakers Hat Bay,BAY,ASSIGNED,19th November 1976,"","","",MOSMAN,-33  49  00, 151  14  00,-33  48  54, 151  14  04,PARRAMATTA RIVER,SYDNEY,9130,WILLOUGHBY,CUMBERLAND,A bay within Long Bay about 1 km NW by N of Spit Junction.           ,   ,QUAKER'S HAT BAY - rock on the point resembled a quakers hat. (P.333. Infr. from RAHSJ Vol 31 Part 5)   ,  
47738,Pyrmont Bay,BAY,ASSIGNED,19th November 1976,"","","",SYDNEY,-33  51  00, 151  11  00,-33  50  54, 151  11  04,PARRAMATTA RIVER,SYDNEY,9130,ST ANDREW,CUMBERLAND,A bay within Darling Harbour about 1 km S by W of Millers Point.           ,   ,    ,  
47849,Quarantine Bay,BAY,ASSIGNED,6th April 1973,"","","",BEGA VALLEY,-37  05  00, 149  53  00,-37  04  54, 149  53  04,EDEN,EDEN,8823,EDEN,AUCKLAND,"A bay on the North West shore of Nullica Bay (Twofold Bay), 3 km. West by South of the Town of Eden.          ",   ,    ,  
47914,Quiberi,BAY,VARIANT,"",Lavender Bay,"","","",-33  50  00, 151  12  00,-33  49  54, 151  12  04,"",SYDNEY,9130,"","",           ,   ,    ,  
47941,Queenscliff Bay,BAY,ASSIGNED,3rd September 1976,"","","",WARRINGAH,-33  47  00, 151  17  30,-33  46  54, 151  17  34,SYDNEY HEADS,SYDNEY,9130,MANLY COVE,CUMBERLAND,A bay about 3 km SW of Brookvale and about 2 km NE by N of Manly.           ,   ,    ,  
47960,Quibray Bay,BAY,ASSIGNED,4th May 1973,"","","",SUTHERLAND SHIRE,-34  01  00, 151  11  00,-34  00  54, 151  11  04,PORT HACKING,PORT HACKING,9129,SUTHERLAND,CUMBERLAND,A bay about 4.5 km NE of North Cronulla.           ,   ,"Recorded as a local name by surveyor Robert Dixon in 1827, believed to be from the Aboriginal name for the area. (Sutherland Shire Council)  ",  
48471,Reardons Bay,BAY,ASSIGNED,2nd January 1976,"","","",YASS VALLEY,-34  54  00, 148  45  30,-34  53  54, 148  45  34,YASS,YASS,8628,WOOLGARLO,HARDEN,A bay about 4km S by E of Sugarbag Hill and about 3km NE by N of Weirs Bluff.  It is situated on Lake Burrinjuck.         ,   ,    ,  
48952,Reef Bay,BAY,ASSIGNED,16th July 1976,"","","",MANLY,-33  48  30, 151  16  30,-33  48  24, 151  16  34,SYDNEY HEADS,SYDNEY,9130,MANLY COVE,CUMBERLAND,A bay within North Harbour about 1 km S of Fairlight.           ,   ,    ,  
48969,Refuge Bay,BAY,ASSIGNED,21st January 1977,"","","",HORNSBY,-33  36  00, 151  15  00,-33  35  54, 151  15  04,BROKEN BAY,SYDNEY,9130,BROKEN BAY,CUMBERLAND,A bay about 1km S of Challenger Head and about 5 km W by N of Soldiers Point.          ,   ,    ,  
48970,Refuge Cove,BAY,ASSIGNED,21st January 1977,"","","",PITTWATER,-33  38  00, 151  18  00,-33  37  54, 151  18  04,MONA VALE,SYDNEY,9130,NARRABEEN,CUMBERLAND,A bay within Pittwater about 1 km E of Scotland Island and about 1 km W by N of Bilgola Plateau.          ,   ,    ,  
49282,Rileys Bay,BAY,ASSIGNED,11th April 1977,"","","",GOSFORD,-33  31  00, 151  21  30,-33  30  54, 151  21  34,BROKEN BAY,SYDNEY,9130,KINCUMBER,NORTHUMBERLAND,A bay within Brisbane Water about 2 km NE by N of Wagstaff and about 3 km SW by W of Bensville.          ,   ,    ,  
49305,Ringlands Bay,BAY,ASSIGNED,7th July 1972,"","","",EUROBODALLA,-36  13  00, 150  06  00,-36  12  54, 150  06  04,NAROOMA,NAROOMA,8925,WAGONGA,DAMPIER,"A bay in Wagonga Inlet between Ringlands Point and Shell Point, about 2 km W of Narooma.          ",   ,    ,  
50002,Rose Bay,BAY,ASSIGNED,16th July 1976,"","","",WOOLLAHRA,-33  52  00, 151  16  00,-33  51  54, 151  16  04,SYDNEY HEADS,SYDNEY,9130,ALEXANDRIA,CUMBERLAND,A bay within Sydney Harbour which is entered between Point Piper and Hermit Point.          ,   ,"It seems that Rose Bay was named in honour of Captian Phillips old friend, Sir George Rose. Maritime Services Board, Port of Sydney, Vol9 No2 Sept 1965.  ",  
50003,Rose Bay,BAY,ASSIGNED,29th September 1972,"","","",BEGA VALLEY,-36  26  00, 150  03  00,-36  25  54, 150  03  04,BERMAGUI,NAROOMA,8925,BERMAGUI,DAMPIER,"A bay in the inlet, Bermagui River, about 3 km W of Bermagui South.           ",   ,    ,  
50432,Rozelle Bay,BAY,ASSIGNED,19th November 1976,"","","",LEICHHARDT,-33  52  00, 151  10  00,-33  51  54, 151  10  04,PARRAMATTA RIVER,SYDNEY,9130,PETERSHAM,CUMBERLAND,A bay within Johnstons Bay about 2 km S of Birchgrove.           ,   ,"There are many theories concerning this name. One that it was derived from a Rozella parrot, another that it was derived from Roselle, a species of Rose mallow. Taking in the last theory, it seems most probable, because of the other names in the area have botanic origin. Maritime Services Board, 'Port of Sydney' Vol 9, No. 3",  
50553,Rushcutters Bay,BAY,ASSIGNED,19th November 1976,"",Kogarah; Kogerrah,"",SYDNEY,-33  52  00, 151  13  00,-33  51  54, 151  13  04,PARRAMATTA RIVER,SYDNEY,9130,ALEXANDRIA,CUMBERLAND,A bay within Port Jackson about 1 km SW of Clark Island.           ,   ,"Seems to be named  because of the convicts who cut the rushes for thatching purposes. Also known as 'Kogarah'by the Natives, Maritime Services Board, Port of Sydney, Vo19 No2 Sept 1965.  ",  
50557,Rushes Bay,BAY,ASSIGNED,12th June 1981,"",Rushs Bay,"",SNOWY RIVER,-36  23  00, 148  39  00,-36  22  54, 148  39  04,JINDABYNE,BERRIDALE,8625,TOWNSEND,WALLACE,A bay on Lake Jindabyne about 3 km NW by N of Jinderbone Trig.station and 2 km NNE of Willow Bay.          ,   ,    ,  
50562,Rushs Bay,BAY,VARIANT,"",Rushes Bay,"","","",-36  23  00, 148  39  00,-36  22  54, 148  39  04,JINDABYNE,BERRIDALE,8625,"","",           ,   ,    ,  
50577,Rushy Plain Bay,BAY,ASSIGNED,12th June 1981,"","","",SNOWY RIVER,-36  09  00, 148  47  00,-36  08  54, 148  47  04,WAMBROOK,BERRIDALE,8625,BUCKENDERRA,WALLACE,A bay within Lake Eucumbene about 1 km E of Plover Island and about 2 km SW of Buckenderra (Trig. Station)          ,   ,    ,  
50603,Russells Bay,BAY,ASSIGNED,3rd December 1976,"","","",GREAT LAKES,-32  24  00, 152  23  00,-32  23  54, 152  23  04,MYALL LAKE,BULAHDELAH,9333,EURUNDEREE,GLOUCESTER,A bay in Myall Lake about 3 km WNW of Corringans Island and about 3 km SE of Red Hill.          ,   ,    ,  
50804,Sailors Bay,BAY,ASSIGNED,19th November 1976,"","","",WILLOUGHBY,-33  48  00, 151  13  00,-33  47  54, 151  13  04,PARRAMATTA RIVER,SYDNEY,9130,WILLOUGHBY,CUMBERLAND,A bay within Middle Harbour about 2 km E by S of Willoughby.           ,   ,    ,  
50970,Salamander Bay,BAY,ASSIGNED,17th September 1976,"","","",PORT STEPHENS,-32  43  00, 152  05  30,-32  42  54, 152  05  34,PORT STEPHENS,PORT STEPHENS,9332,TOMAREE,GLOUCESTER,A bay within Port Stephens about 3 km ESE of Mud Point.           ,   ,    ,  
51016,Salmon Haul,BAY,VARIANT,"",Salmon Haul Bay,"","","",-34  04  00, 151  09  00,-34  03  54, 151  09  04,"",PORT HACKING,9129,"","",           ,   ,    ,  
51017,Salmon Haul Bay,BAY,ASSIGNED,22nd June 1973,"",Salmon Haul,"",SUTHERLAND SHIRE,-34  04  00, 151  09  00,-34  03  54, 151  09  04,PORT HACKING,PORT HACKING,9129,SUTHERLAND,CUMBERLAND,A small bay east of Hungry Point at the southern end of Cronulla Peninsula.          ,   ,Believed to signify a large catch of that type of fish once made there (Sutherland Shire Council)   ,  
51034,Salters Bay,BAY,DISCONTINUED,"","","","","",-32  08  00, 152  28  00,-32  07  54, 152  28  04,"",BULAHDELAH,9333,"","",           ,   ,    ,  
51244,Sandringham Bay,BAY,ASSIGNED,29th August 1969,"","","",ROCKDALE,-34  00  00, 151  09  00,-33  59  54, 151  09  04,PORT HACKING,SYDNEY,9130,ST GEORGE,CUMBERLAND,A small bay on the foreshores of Botany Bay east of Sandringham and south of Dolls Point.          ,   ,    ,  
51269,Sandy Bay,BAY,ASSIGNED,19th November 1976,"","","",HORNSBY,-33  33  30, 151  13  30,-33  33  24, 151  13  34,COWAN,SYDNEY,9130,COWAN,CUMBERLAND,A bay about 2 km W of Croppy Point and about 1 km SE by S of Brooklyn.           ,   ,    ,  
51270,Sandy Bay,BAY,ASSIGNED,16th July 1976,"","","",MANLY,-33  48  30, 151  15  00,-33  48  24, 151  15  04,SYDNEY HEADS,SYDNEY,9130,MANLY COVE,CUMBERLAND,A bay within Middle Harbour about 3 km W by S of Manly.           ,   ,    ,  
52195,Scylla Bay,BAY,ASSIGNED,4th May 1973,"","","",SUTHERLAND SHIRE,-34  00  00, 151  04  00,-33  59  54, 151  04  04,PORT HACKING,PORT HACKING,9129,SUTHERLAND,CUMBERLAND,A bay about 2 km N by E of Jannali.           ,   ,"The Scylla"" was a sea monster in Greek mythology. Originally part of ""Double Bay"""," this section of the bay was then known as ""Mimosa Bay"" from around 1900 before becoming ""Scylla Bay"""
52217,Seal Rocks Bay,BAY,VARIANT,"",Sugarloaf Bay,"","","",-32  26  00, 152  32  00,-32  25  54, 152  32  04,"",FORSTER,9433,"","",           ,   ,    ,  
52276,Secret Bay,BAY,ASSIGNED,1st June 1973,"","","",LAKE MACQUARIE,-33  03  20, 151  35  20,-33  03  14, 151  35  24,SWANSEA,LAKE MACQUARIE,9231,AWABA,NORTHUMBERLAND,A Bay within Eraring Bay about 1 km NW of Balmoral.           ,   ,    ,  
52464,Shallow Bay,BAY,ASSIGNED,17th September 1976,"","","",GREATER TAREE,-32  13  30, 152  26  00,-32  13  24, 152  26  04,COOLONGOLOOK,BULAHDELAH,9333,WALLINGAT,GLOUCESTER,A bay within Wallis Lake about 1 km S of Pitchford Island.           ,   ,    ,  
52519,Shark Bay,BAY,ASSIGNED,17th September 1976,"","","",PORT STEPHENS,-32  45  00, 152  12  00,-32  44  54, 152  12  04,PORT STEPHENS,PORT STEPHENS,9332,TOMAREE,GLOUCESTER,A bay to the north of Point Stephens about 2 km SE by E of Fly Roads.           ,   ,    ,  
52520,Shark Bay,BAY,ASSIGNED,4th January 1974,"","","",CLARENCE VALLEY,-29  22  00, 153  21  30,-29  21  54, 153  21  34,WOOMBAH,WOODBURN,9539,NANEGAI,CLARENCE,"A Bay in the Pacific Ocean, on Ten Mile Beach. About 1km WNW of Woody Bay.          ",   ,    ,  
52521,Shark Bay,BAY,ASSIGNED,16th July 1976,"","","",WOOLLAHRA,-33  51  00, 151  16  00,-33  50  54, 151  16  04,SYDNEY HEADS,SYDNEY,9130,ALEXANDRIA,CUMBERLAND,A bay about 1km W by S of Village Point about 3km SSE of Rocky Point.           ,   ,    ,  
52744,Shell Cove,BAY,ASSIGNED,19th November 1976,"","","",MOSMAN,-33  48  00, 151  15  00,-33  47  54, 151  15  04,PARRAMATTA RIVER,SYDNEY,9130,WILLOUGHBY,CUMBERLAND,A bay within Middle Harbour about 2 km E of Northbridge.           ,   ,    ,  
52922,Shoal Bay,BAY,ASSIGNED,17th September 1976,"","","",PORT STEPHENS,-32  43  00, 152  10  00,-32  42  54, 152  10  04,PORT STEPHENS,PORT STEPHENS,9332,TOMAREE,GLOUCESTER,A bay within Port Stephens W of Tomaree Head.           ,   ,    ,The name SHOAL BAY appeared on maps prepared by John Armstrong in 1826 and by Captain P King in 1845. 
52923,Shoal Bay,BAY,VARIANT,"",Blackfords Bay,"","","",-31  55  00, 152  29  00,-31  54  54, 152  29  04,"",WINGHAM,9334,"","",           ,   ,    ,  
52924,Shoal Bay,BAY,DISCONTINUED,4th January 1974,Shoal Bay,"","",CLARENCE VALLEY,-29  25  30, 153  22  00,-29  25  24, 153  22  04,YAMBA,WOODBURN,9539,NANEGAI,CLARENCE,"A geographical feature described by Matthew Flinders as a `bay, appearing to be a large extent of shoal water, with channels somewhat deeper in different parts of it`.  The Clarence River enters this bay just north of Yamba.        ",   ,The name was recorded on 12 July 1799 by Matthew Flinders.  It is written in his journal and on his map.  (Mitchell Library microfilm of manuscripts of Flinders journal on the sloop `Norfolk` Reference number FM3/143) ,This name was discontinued in 1974.  The reason for this decision was not recorded in the Board's minutes.  See the agenda for 3 October 1973.
52980,Shuttles Bay,BAY,VARIANT,"",Square Bay,"","","",-33  34  00, 151  08  00,-33  33  54, 151  08  04,"",SYDNEY,9130,"","",           ,   ,    ,  
53064,Simpsons Bay,BAY,ASSIGNED,22nd June 1973,"","","",SUTHERLAND SHIRE,-34  05  00, 151  08  00,-34  04  54, 151  08  04,PORT HACKING,PORT HACKING,9129,WATTAMOLLA,CUMBERLAND,A bay about 2 km S of Burraneer.           ,   ,"Named after George Simpson and his wife Mary and family who settled here in the 1860s, establishing Tyreal House"""," which later became known as Simpsons Hotel at Bonnie Vale. (Sutherland Shire Council) """
53150,Sisters Bay,BAY,ASSIGNED,19th November 1976,"","","",CANADA BAY,-33  51  30, 151  09  30,-33  51  24, 151  09  34,PARRAMATTA RIVER,SYDNEY,9130,CONCORD,CUMBERLAND,A bay within Iron Cove about 5 km WSW of North Sydney.           ,   ,    ,  
53207,Skate Bay,BAY,ASSIGNED,7th September 1976,"","","",PORT STEPHENS,-32  46  00, 152  08  30,-32  45  54, 152  08  34,MORNA POINT,PORT STEPHENS,9332,TOMAREE,GLOUCESTER,A small coastal bay N of Big Rocky and about 4 km NE of Boat Harbour.           ,   ,    ,  
53523,Snails Bay,BAY,ASSIGNED,19th November 1976,"","","",LEICHHARDT,-33  51  00, 151  11  00,-33  50  54, 151  11  04,PARRAMATTA RIVER,SYDNEY,9130,PETERSHAM,CUMBERLAND,A bay within Port Jackson about 1 km WNW of Goat Island.           ,   ,    ,  
54711,Springwood Bay,BAY,ASSIGNED,12th June 1981,"","","",SNOWY RIVER,-36  03  00, 148  44  00,-36  02  54, 148  44  04,OLD ADAMINABY,BERRIDALE,8625,SEYMOUR,WALLACE,A bay within Lake Eucumbene about 2 km ESE of Old Adaminaby Cemetery and about 1 km E of Mays Point.          ,   ,    ,  
54745,Square Bay,BAY,ASSIGNED,19th November 1976,"",Shuttles Bay,"",HORNSBY,-33  34  00, 151  08  00,-33  33  54, 151  08  04,COWAN,SYDNEY,9130,BEROWRA,CUMBERLAND,A bay about 1 km SE by S of Denny Trig. Station and about 2 km NE of Neverfail Bay.          ,   ,Name given because of the boxlike Nature of the bay.    ,  
55049,Stick Bay,BAY,ASSIGNED,12th September 1975,"","","",GREATER TAREE,-32  01  00, 152  32  00,-32  00  54, 152  32  04,HALLIDAYS POINT,FORSTER,9433,BERYAN,GLOUCESTER,"A bay in Khappinghat Creek, situated about 3 km SW by W of Wallabi Point and about 1 km NW by W of Soft Rocks.          ",   ,    ,  
55067,Stinging Tree Bay,BAY,ASSIGNED,21st June 1985,"","","",GREAT LAKES,-32  24  00, 152  21  00,-32  23  54, 152  21  04,MYALL LAKE,BULAHDELAH,9333,TOPI TOPI,GLOUCESTER,A bay situated to the east of Gnahpeang and about 2 km Wbys of Russells Bay.          ,   ,    ,  
55071,Stingray Bay,BAY,ASSIGNED,12th May 1978,"","","",WARRINGAH,-33  38  00, 151  11  00,-33  37  54, 151  11  04,HORNSBY,SYDNEY,9130,BROKEN BAY,CUMBERLAND,A bay off Smiths Creek about 4 km E by S of Berowra.           ,   ,    ,  
55074,Stingray Harbour,BAY,VARIANT,"",Botany Bay,"","","",-33  59  00, 151  11  00,-33  58  54, 151  11  04,"",SYDNEY,9130,"","",           ,   ,    ,  
55079,Stinkpot Bay,BAY,VARIANT,"",Towra Bay,"","","",-34  00  00, 151  09  00,-33  59  54, 151  09  04,"",PORT HACKING,9129,"","",           ,   ,    ,  
55830,Sugar Bay,BAY,ASSIGNED,5th September 1975,"","","",LAKE MACQUARIE,-33  07  00, 151  33  00,-33  06  54, 151  33  04,SWANSEA,LAKE MACQUARIE,9231,WALLARAH,NORTHUMBERLAND,A bay about 1.5 km SE of Morisset Peninsula and about 1 km SW by S of the village of Mirrabooka.          ,   ,    ,  
55876,Sugarloaf Bay,BAY,ASSIGNED,25th July 1975,"",Seal Rocks Bay,"",GREAT LAKES,-32  26  07, 152  31  55,-32  26  01, 152  31  59,SEAL ROCKS,FORSTER,9433,FORSTER,GLOUCESTER,A coastal bay at Seal Rocks about 1 km north west of Sugarloaf Point Lighthouse.          ,   ,    ,  
55877,Sugarloaf Bay,BAY,ASSIGNED,14th January 1977,"","","",WILLOUGHBY,-33  47  00, 151  13  00,-33  46  54, 151  13  04,PARRAMATTA RIVER,SYDNEY,9130,WILLOUGHBY,CUMBERLAND,A bay within Middle Harbour about 2 km E by N of Willoughby.           ,   ,    ,  
56164,Sunshine Bay,BAY,ASSIGNED,8th October 1976,"","","",GOSFORD,-33  31  00, 151  11  30,-33  30  54, 151  11  34,COWAN,SYDNEY,9130,COWAN,NORTHUMBERLAND,A bay about 2 km N by W of Mooney Mooney Point and about 3 km W of Cogra Hill.          ,   ,    ,  
56388,Swan Bay,BAY,ASSIGNED,11th May 1973,"","","",LAKE MACQUARIE,-33  03  40, 151  38  45,-33  03  34, 151  38  49,SWANSEA,LAKE MACQUARIE,9231,KAHIBAH,NORTHUMBERLAND,A Bay in Lake MacQuarie about 3 km NNE of Swansea.           ,   ,    ,  
56389,Swan Bay,BAY,ASSIGNED,21st November 1969,"","","",SHOALHAVEN,-35  07  00, 150  34  00,-35  06  54, 150  34  04,CURRARONG,JERVIS BAY,9027,FARNHAM,ST VINCENT,A bay in St. Georges Basin between Bonito Point and Bream Point aboaut 3 1/2 miles NW of Sussex Inlet.          ,   ,    ,  
56390,Swan Bay,BAY,VARIANT,"",Little Swan Bay,"","","",-32  41  00, 151  57  00,-32  40  54, 151  57  04,"",NEWCASTLE,9232,"","",           ,   ,    ,  
56391,Swan Bay,BAY,VARIANT,"",Big Swan Bay,"","","",-32  43  00, 151  57  00,-32  42  54, 151  57  04,"",NEWCASTLE,9232,"","",           ,   ,    ,  
56539,Symes Bay,BAY,ASSIGNED,25th July 1975,"","","",GREAT LAKES,-32  22  00, 152  30  30,-32  21  54, 152  30  34,SEAL ROCKS,FORSTER,9433,FORSTER,GLOUCESTER,A bay in Smiths lake about 2 km W of Bald Head and about 1.5km north of Bull Island.          ,   ,    ,  
56855,Tamarama Bay,BAY,ASSIGNED,10th June 1977,"",Dixons Bay,"",WAVERLEY,-33  54  00, 151  16  00,-33  53  54, 151  16  04,BOTANY BAY,SYDNEY,9130,ALEXANDRIA,CUMBERLAND,A bay about 2 km SW of Meriverie Pass and about 2 km ESE of Bondi Junction Trig Station.          ,   ,"`A map of the coastline in the 1860's by the Military or Naval Authority showed the name as `Gamma Gamma`, probably a native name`. Dowd BT, Centenary of Waverley 1859-1959).  Letter from Waverley Council, 15 December 1999. ",  
56896,Tambourine Bay,BAY,ASSIGNED,19th November 1976,"","","",LANE COVE,-33  50  00, 151  09  00,-33  49  54, 151  09  04,PARRAMATTA RIVER,SYDNEY,9130,WILLOUGHBY,CUMBERLAND,A bay on Lane Cove River about 3 km E of Gladesville.           ,   ,so named because of 'Tambourine Sal' who resided in the caves there. (Information from RAHS Journal Vol. 31 Part. 5 P. 328)   ,  
56961,Tanilba Bay,BAY,ASSIGNED,21st January 1977,"","","",PORT STEPHENS,-32  43  00, 152  00  00,-32  42  54, 152  00  04,KARUAH,NEWCASTLE,9232,SUTTON,GLOUCESTER,A bay within Port Stephens About 2 km S of Snapper Island.           ,   ,    ,  
57099,Tarban Bay,BAY,ASSIGNED,18th February 1977,"","","",HUNTERS HILL,-33  50  00, 151  08  00,-33  49  54, 151  08  04,PARRAMATTA RIVER,SYDNEY,9130,HUNTERS HILL,CUMBERLAND,A bay into which Tarban Creek flows. Located about 1 km SSW of Linley Point and wkm NE of Henley.          ,   ,    ,  
57109,Tarbuck Bay,BAY,ASSIGNED,14th January 1977,"","",GNB2868,GREAT LAKES,-32  22  00, 152  28  00,-32  21  54, 152  28  04,WOOTTON,BULAHDELAH,9333,FORSTER,GLOUCESTER,A bay in Smiths Lake about 6km S by W of Brushy Point and about 6km SE by S of Pine Hill.          ,   ,    ,  
57207,Tarragal Haven,BAY,VARIANT,"",Tarrigal Haven,"","","",-33  27  00, 151  27  00,-33  26  54, 151  27  04,"",GOSFORD,9131,"","",           ,   ,    ,  
57297,Taylors Bay,BAY,ASSIGNED,19th November 1976,"","","",MOSMAN,-33  50  00, 151  14  00,-33  49  54, 151  14  04,PARRAMATTA RIVER,SYDNEY,9130,WILLOUGHBY,CUMBERLAND,A bay within Port Jackson about 2 km NNE of Clarke Island.           ,   ,so named after LT. James Taylor. (Information from RAHS Journal Vol. 31 Pt. 5 page 332)   ,  
57831,Terrigal Haven,BAY,ASSIGNED,29th August 1975,"",Tarragal Haven; Terrigal Harbour (Msb),GNB307,GOSFORD,-33  27  00, 151  27  00,-33  26  54, 151  27  04,GOSFORD,GOSFORD,9131,KINCUMBER,NORTHUMBERLAND,A bay to the North of Bulbararing Bay and about 4 km SE by S of the Village Matcham.          ,   ,    ,  
58136,The Gulch,BAY,VARIANT,"",Old Gulch,"","",LORD HOWE,-31  32  00, 159  04  00,-31  31  54, 159  04  04,"",LORD HOWE ISLAND,,LORD HOWE ISLAND,LORD HOWE ISLAND,           ,   ,    ,  
