REFERENCE,PLACENAME,DESIGNATION,STATUS,GAZETTE DATE,GEOGRAPHICAL NAME,PREVIOUS NAMES,GNB FILE,LGA,APPROX. AGD66 LAT,APPROX. AGD66 LONG,APPROX. GDA94 LAT,APPROX. GDA94 LONG,AGD66 TOPO MAP,1:100000 MAP NAME,1:100000 MAP NO,PARISH,COUNTY,DESCRIPTION,MEANING,ORIGIN,HISTORY
63252,Washerwomans Beach,BEACH,ASSIGNED,17th November 1972,"",Washer Womans Beach,"",SHOALHAVEN,-35  13  00, 150  32  00,-35  12  54, 150  32  04,SUSSEX INLET,JERVIS BAY,9027,CONJOLA,ST VINCENT,A coastal beach about 5.5 km S by W of Cudmirrah.           ,   ,    ,  
63253,Washer Womans Beach,BEACH,VARIANT,"",Washerwomans Beach,"","","",-35  13  00, 150  32  00,-35  12  54, 150  32  04,"",JERVIS BAY,9027,"","",           ,   ,    ,  
63342,Wategos Beach,BEACH,ASSIGNED,2nd August 1974,"",Little Beach,"",BYRON,-28  38  00, 153  38  00,-28  37  54, 153  38  04,BYRON BAY,BALLINA,9640,BYRON,ROUS,A coastal beach about 1/2 km NW of Byron Bay Lighthouse.           ,   ,    ,  
63531,Wattamolla Beach,BEACH,ASSIGNED,4th May 1973,"","","",SUTHERLAND SHIRE,-34  08  00, 151  07  00,-34  07  54, 151  07  04,OTFORD,PORT HACKING,9129,WATTAMOLLA,CUMBERLAND,A coastal beach about 8.5 km NE of the locality of Burning Palms.           ,   ,    ,  
63704,Waynderrabah Beach,BEACH,VARIANT,"",Jimmys Beach,"","","",-32  41  00, 152  12  00,-32  40  54, 152  12  04,"",PORT STEPHENS,9332,"","",           ,   ,    ,  
64121,Werri Beach,BEACH,ASSIGNED,29th June 1973,"","","",KIAMA,-34  44  00, 150  50  00,-34  43  54, 150  50  04,KIAMA,KIAMA,9028,BROUGHTON,CAMDEN,A beach about 1 km NNE of Gerringong and about 1 km SW of Red Cliff.           ,   ,    ,  
64234,West Head Beach,BEACH,ASSIGNED,9th January 1987,"","","",PITTWATER,-33  34  00, 151  18  00,-33  33  54, 151  18  04,BROKEN BAY,SYDNEY,9130,BROKEN BAY,CUMBERLAND,A beach S by W of West Head and about 1 km NE by N of Great Mackerel Beach.          ,   ,    ,  
64382,Whale Beach,BEACH,ASSIGNED,21st January 1977,"","","",PITTWATER,-33  36  30, 151  20  00,-33  36  24, 151  20  04,BROKEN BAY,SYDNEY,9130,NARRABEEN,CUMBERLAND,A coastal beach S of Little Head and about 1 km NW of Careel Head.           ,   ,    ,  
64384,Whale Beach,BEACH,ASSIGNED,30th May 1975,"","","",BEGA VALLEY,-37  06  00, 149  54  00,-37  05  54, 149  54  04,EDEN,EDEN,8823,NULLICA,AUCKLAND,A beach about 1 km long. Beginning at Moutrys Point it extends SE to Kiah Inlet 3km ESE of BoydTown.          ,   ,    ,  
64545,Whites Beach,BEACH,ASSIGNED,8th March 1985,"",Whites Beach No 1,"",BERRIGAN,-35  50  00, 145  33  00,-35  49  54, 145  33  04,TOCUMWAL,BERRIGAN,8026,TOCUMWAL,DENISON,A beach on the north side of the Murray River about 2 km S of Tocumwal.          ,   ,    ,  
64547,Whites Beach No 1,BEACH,VARIANT,"",Whites Beach,"","","",-35  50  00, 145  33  00,-35  49  54, 145  33  04,"",BERRIGAN,8026,"","",           ,   ,    ,  
64645,Whites Beach,BEACH,ASSIGNED,4th June 1982,"","","",BYRON,-28  43  00, 153  36  00,-28  42  54, 153  36  04,BYRON BAY,BALLINA,9640,NEWRYBAR,ROUS,A beach located about 1 1/4 km S by E of Kings Beach and approx 3km ESE of Midgen Flat.          ,   ,    ,  
64687,Whiting Beach,BEACH,ASSIGNED,6th October 1972,"","","",SHOALHAVEN,-35  11  00, 150  41  00,-35  10  54, 150  41  04,SUSSEX INLET,JERVIS BAY,9027,BHERWERRE,ST VINCENT,A coastal beach about 2.5 km N by W of St. Georges Head.           ,   ,    ,  
64688,Whiting Beach,BEACH,ASSIGNED,19th November 1976,"","","",MOSMAN,-33  50  00, 151  14  00,-33  49  54, 151  14  04,PARRAMATTA RIVER,SYDNEY,9130,WILLOUGHBY,CUMBERLAND,A beach on the shore of Port Jackson about 2 km N by W of Clarke Island.          ,   ,    ,  
64689,Whiting Beach,BEACH,ASSIGNED,25th July 1986,"","","",CLARENCE VALLEY,-29  26  00, 153  21  00,-29  25  54, 153  21  04,YAMBA,WOODBURN,9539,YAMBA,CLARENCE,A beach along the north side of Hickey Island located about 1km NW of Yamba.          ,   ,    ,  
65269,Wilsons Beach,BEACH,ASSIGNED,17th November 1972,"","","",SHOALHAVEN,-35  00  25, 150  49  47,-35  00  19, 150  49  51,CURRARONG,JERVIS BAY,9027,BEECROFT,ST VINCENT,A beach east of Crookhaven Bight about 1.5 km North North East of Currarong.          ,   ,    ,  
65318,Wimbie Beach,BEACH,ASSIGNED,10th December 1982,"","","",EUROBODALLA,-35  45  50, 150  12  00,-35  45  44, 150  12  04,MOGO,BATEMANS BAY,8926,BATEMAN,ST VINCENT,A beach about 2 km SSE of Edgewood and about 3 km NW by N of Malua Bay.          ,   ,    ,  
65791,Wollongong Beach,BEACH,DISCONTINUED,5th February 1993,Wollongong City Beach,"",GNB3673,WOLLONGONG,-34  26  00, 150  54  00,-34  25  54, 150  54  04,WOLLONGONG,WOLLONGONG,9029,WOLLONGONG,CAMDEN,A beach South of Flagstaff Point along Marine Drive.           ,   ,    ,  
65802,Wollongong North Beach,BEACH,VARIANT,"",North Beach,"","",WOLLONGONG,-34  25  00, 150  54  00,-34  24  54, 150  54  04,"",WOLLONGONG,9029,"","",           ,   ,    ,  
65861,Wombarra Beach,BEACH,ASSIGNED,2nd April 1976,"","","",WOLLONGONG,-34  17  00, 150  57  00,-34  16  54, 150  57  04,BULLI,WOLLONGONG,9029,SOUTHEND,CUMBERLAND,A coastal beach E of Wombarra and about 2 km SSW of Clifton.           ,   ,    ,  
65948,Wonboyn Beach,BEACH,ASSIGNED,20th June 1975,"","","",BEGA VALLEY,-37  16  00, 149  57  00,-37  15  54, 149  57  04,NARRABARBA,EDEN,8823,NARRABARBA,AUCKLAND,A beach to the S ofBay Cliff and to the N of Greenglade and about 4km ESS of the village of Wonboyn Lake.          ,   ,    ,  
66231,Woolgoolga Beach,BEACH,ASSIGNED,17th November 1972,"","","",COFFS HARBOUR,-30  06  00, 153  12  00,-30  05  54, 153  12  04,WOOLGOOLGA,COFFS HARBOUR,9537,WOOLGOOLGA,FITZROY,A coastal beach extending about  1.3 km north of the Town of Woolgoolga.          ,"See Woolgoolga, designation town.   ",    ,  
66792,Yagon Beach,BEACH,VARIANT,"",Treachery Beach,"","","",-32  27  30, 152  30  00,-32  27  24, 152  30  04,"",FORSTER,9433,"","",           ,   ,    ,  
66886,Yamba Beach,BEACH,ASSIGNED,4th January 1974,"",Andersons Beach,"",CLARENCE VALLEY,-29  26  00, 153  22  00,-29  25  54, 153  22  04,YAMBA,WOODBURN,9539,YAMBA,CLARENCE,A beach E of Yamba and about 3 km SSE of Iluka.           ,   ,    ,  
67819,Zenith Beach,BEACH,ASSIGNED,12th November 1976,"","","",PORT STEPHENS,-32  43  20, 152  11  00,-32  43  14, 152  11  04,PORT STEPHENS,PORT STEPHENS,9332,TOMAREE,GLOUCESTER,A coastal beach to the south of Tomaree Head.           ,   ,    ,  
67827,Zinettis Beach No 1,BEACH,ASSIGNED,8th March 1985,"","","",BERRIGAN,-35  58  00, 145  56  00,-35  57  54, 145  56  04,TOCUMWAL,BERRIGAN,8026,BOOMANOOMANA,DENISON,A beach on the south side of the Murray River Located about 5 km WNW of Mulwala and about 9 km SE by S of Gwynne Hill.          ,   ,    ,  
67828,Zinettis Beach No 2,BEACH,ASSIGNED,8th March 1985,"","","",BERRIGAN,-35  58  00, 145  56  00,-35  57  54, 145  56  04,TOCUMWAL,BERRIGAN,8026,BOOMANOOMANA,DENISON,A beach on the south side of the Murray River. Located about 5 km WNW of Mulwala and about 9 km SE by S of Gwynne Hill.          ,   ,    ,  
71674,Main Beach,BEACH,ASSIGNED,20th May 1988,"","","",BEGA VALLEY,-36  25  00, 150  04  00,-36  24  54, 150  04  04,BERMAGUI,NAROOMA,8925,BERMAGUI,DAMPIER,A coastal beach about 400 metres long in Horseshoe Bay. Located about 1500 metres ESE of Bermagui.          ,   ,    ,  
71712,Moorhead Beach,BEACH,ASSIGNED,28th April 2000,"",Mooreheads,"",BEGA VALLEY,-36  25  00, 150  04  00,-36  24  54, 150  04  04,BERMAGUI,NAROOMA,8925,BERMAGUI,DAMPIER,"A coastal beach about 1 km long, extending SSE from Keatings Headland to the mouth of Bermagui River.          ",   ,"Named after Thomas Moorhead, a district pioneer of Bermagui, circa 1870s.  He owned a sawmill , had boats, built the school in the 1870s and was the first Post Master on the northern side of the Bermagui River. Source:   Ron Gaha, local Bermagui historian.",  
71768,New Zealand Beach,BEACH,ASSIGNED,24th July 1987,"","","",RICHMOND VALLEY,-29  08  00, 153  27  00,-29  07  54, 153  27  04,TABBIMOBLE,WOODBURN,9539,RILEY,RICHMOND,An ocean beach about 400 metres long situated adjacent to Evans Headland/Snapper Rock. Located about 3km SE of the town of Evans Head.          ,   ,Believed to have derived from gold mining activities in the 1800's.    ,  
71771,North Beach,BEACH,ASSIGNED,4th September 1987,"",North Wollongong Beach; Wollongong North Beach,"",WOLLONGONG,-34  25  00, 150  54  00,-34  24  54, 150  54  04,WOLLONGONG,WOLLONGONG,9029,WOLLONGONG,CAMDEN,A beach between Stuart Park and Battery Park along Cliff Road.           ,   ,    ,  
71780,North Wollongong Beach,BEACH,VARIANT,4th September 1987,North Beach,"","",WOLLONGONG,-34  25  00, 150  54  00,-34  24  54, 150  54  04,"",WOLLONGONG,9029,"","",           ,   ,    ,  
71795,O'Connors Beach,BEACH,ASSIGNED,11th March 1988,"",Connors Beach,"",KEMPSEY,-31  03  00, 153  03  00,-31  02  54, 153  03  04,KOROGORO POINT,KOROGORO POINT,9535,KINCHELA,MACQUARIE,A beach about 1 km S by E of Hat Head (Village) and about 2 km SSW of Korogoro Point.          ,   ,    ,  
71800,Old Bar Beach,BEACH,ASSIGNED,18th December 1987,"","",GNB3063,GREATER TAREE,-31  58  00, 152  35  00,-31  57  54, 152  35  04,CUNDLETOWN,CAMDEN HAVEN,9434,BOHNOCK,GLOUCESTER,A coastal beach about 6km long situated to the east of the town of Old Bar. It extends generally SSW from Farquhar Inlet to Wallabi Point.          ,   ,    ,  
71802,One Tree Beach,BEACH,ASSIGNED,30th September 1988,"","","",EUROBODALLA,-36  03  00, 150  08  00,-36  02  54, 150  08  04,BODALLA,NAROOMA,8925,CONGO,DAMPIER,A coastal beach about 200 metres long situated between Tuross Head and Boogumgoridge Point.          ,   ,"There is a solitary tree growing on Tuross Head, overlooking the beach.   ",  
71824,Pebbly Beach,BEACH,ASSIGNED,20th May 1988,"","","",BEGA VALLEY,-36  22  00, 150  04  00,-36  21  54, 150  04  04,BERMAGUI,NAROOMA,8925,BERMAGUI,DAMPIER,"A coastal beach about 300 metres long, extending northwards from Camel Rock to Murunna Point. Located about 5km NNE of Bermagui.          ",   ,    ,  
71921,Sandy Beach,BEACH,ASSIGNED,30th September 1988,"","","",JUNEE,-35  04  00, 147  44  00,-35  03  54, 147  44  04,WANTABADGERY,TARCUTTA,8427,WANTABADGERY,CLARENDON,"A beach beside the Murrumbidgee River, about 2 km south east of Wantabadgery.          ",   ,    ,  
72018,Third Beach,BEACH,ASSIGNED,11th March 1988,"","","",KEMPSEY,-31  04  00, 153  03  00,-31  03  54, 153  03  04,KOROGORO POINT,KOROGORO POINT,9535,KINCHELA,MACQUARIE,A beach about 3 km SSW of Korogoro Point and about 2 km S of Hat Head (Village)          ,   ,    ,  
72056,Wallabi Beach,BEACH,ASSIGNED,18th December 1987,"","",GNB3063,GREATER TAREE,-32  00  09, 152  34  00,-32  00  03, 152  34  04,HALLIDAYS POINT,FORSTER,9433,BOHNOCK,GLOUCESTER,A coastal beach about 1 km long that extends to the NNE from Saltwater Point to Wallabi Point.          ,   ,    ,  
72412,Penders Beach,BEACH,ASSIGNED,2nd June 1989,"","","",BEGA VALLEY,-36  38  00, 150  01  00,-36  37  54, 150  01  04,BEGA,BEGA,8824,TANJA,DAMPIER,A rocky beach about 1.5 km long between Stinking Bay and Bithry Inlet about 11km NE of Tathra.          ,   ,Named after family who owned land in the area.    ,  
72417,Potato Point Beach,BEACH,ASSIGNED,2nd June 1989,"",Potato Beach,"",EUROBODALLA,-36  05  00, 150  08  00,-36  04  54, 150  08  04,BODALLA,NAROOMA,8925,BODALLA,DAMPIER,"A coastal beach between Jabarrah Point and Potato Point, about 3km S of Tuross Head.          ",   ,Name derived from nearby village and headland.    ,  
72507,Yabbara Beach,BEACH,ASSIGNED,2nd June 1989,"",Little Dalmeny Beach,"",EUROBODALLA,-36  10  00, 150  08  00,-36  09  54, 150  08  04,NAROOMA,NAROOMA,8925,WAGONGA,DAMPIER,"A coastal beach about 400 mts long, situated S of Dalmeny. Located 1500 mts S of Mummuga Head and 3km N of Kianga Point.          ",   ,Said to be an aboriginal word - meaning unknown.    ,  
72938,Waterfall Beach,BEACH,ASSIGNED,25th October 1991,"",Little Birdie Beach,"",WYONG,-33  12  05, 151  37  05,-33  11  59, 151  37  09,CATHERINE HILL BAY,LAKE MACQUARIE,9231,WALLARAH,NORTHUMBERLAND,A beach within Munmorah State Recreation Area between Wybung Head and Red Ochre Beach.          ,   ,    ,  
73393,Sapphire Beach,BEACH,ADVERTISED,1st January 1991,"","","",COFFS HARBOUR,-30  13  00, 153  09  00,-30  12  54, 153  09  04,MOONEE BEACH,COFFS HARBOUR,9537,MOONEE,FITZROY,A coastal beach about 2 km long that extends northwards from White Bluff.  Located about 1500 metres south of the  village of Moonee Beach.         ,   ,    ,  
73541,Podmore Beach,BEACH,ASSIGNED,25th October 1991,"","",GNB3634,FAIRFIELD,-33  54  40, 150  58  05,-33  54  34, 150  58  09,LIVERPOOL,PENRITH,9030,HOLSWORTHY,CUMBERLAND,A small beach located at the southern end of Floyd Bay within the Chipping Norton Lakes Scheme.          ,   ,Named after a nurse Podmore who was involved herself looking after the poor.   ,  
73629,Wollongong City Beach,BEACH,ASSIGNED,5th February 1993,"",Wollongong Beach,GNB3673,WOLLONGONG,-34  26  00, 150  54  00,-34  25  54, 150  54  04,WOLLONGONG,WOLLONGONG,9029,WOLLONGONG,CAMDEN,A beach South of Flagstaff Point along Marine Drive.           ,   ,    ,"Wollongong City Surf Life Saving Club requested Wollongong City Council to rename the beach known as Wollongong Beach, Wollongong City Beach in August 1991."
74324,Main Beach,BEACH,DEFERRED,30th September 1992,"",Back Beach,GNB3930,CLARENCE VALLEY,-29  35  00, 153  20  00,-29  34  54, 153  20  04,BROOMS HEAD,BARE POINT,9538,CANOULAM,CLARENCE,Beach located about 4 km N by E of Cakora Lagoon and about 4.5 km S by W of Lake Arragan.          ,   ,    ,  
74399,Town Beach,BEACH,DEFERRED,30th September 1992,"",Ski Beach,GNB3930,BERRIGAN,-35  55  00, 145  39  00,-35  54  54, 145  39  04,TOCUMWAL,BERRIGAN,8026,BAROOGA,DENISON,A beach on the north side of the Murray River and about 3 km W of Barooga and about 23 km SE of Tocumwal.          ,   ,    ,  
74602,Rixons Beach,BEACH,ASSIGNED,30th September 1992,"","",GNB3930,BEGA VALLEY,-37  04  00, 149  53  00,-37  03  54, 149  53  04,EDEN,EDEN,8823,EDEN,AUCKLAND,           ,   ,    ,  
74893,South Tuross Beach,BEACH,DEFERRED,30th September 1992,"",Blackfellow Beach; Yarboro Beach,GNB3930,EUROBODALLA,-36  05  00, 150  08  00,-36  04  54, 150  08  04,BODALLA,NAROOMA,8925,BODALLA,DAMPIER,A coastal beach extending north from Blackfellows Point to Tuross Lake entrance.          ,   ,    ,  
75133,Narrawallee Beach,BEACH,ASSIGNED,23rd April 2004,"","",GNB3930,SHOALHAVEN,-35  18  00, 150  28  00,-35  17  54, 150  28  04,MILTON,ULLADULLA,8927,CONJOLA,ST VINCENT,A beach south of Narrawallee inlet adjoining the locality of Narrawallee.          ,   ,    ,  
75415,Whites Beach No 2,BEACH,VARIANT,30th September 1992,"","",GNB3930,BERRIGAN,-35  51  00, 145  35  00,-35  50  54, 145  35  04,TOCUMWAL,BERRIGAN,8026,TOCUMWAL,DENISON,"A beach on the north side of the Murray River, about 5 km SSE of           ",   ,    ,  
75416,Pumphouse Beach No 1,BEACH,VARIANT,30th September 1992,"","",GNB3930,BERRIGAN,-35  51  00, 145  45  00,-35  50  54, 145  45  04,TOCUMWAL,BERRIGAN,8026,COTTADIDDA,DENISON,"A beach situated on the south side of the Murray River, about           ",   ,    ,  
75417,Paddys Beach,BEACH,VARIANT,30th September 1992,"",Paddy Beach,GNB3930,BERRIGAN,-35  57  00, 145  54  00,-35  56  54, 145  54  04,TOCUMWAL,BERRIGAN,8026,BOOMANOOMANA,DENISON,"A beach situated on an anabranch of the Murray River, about 8 km           ",   ,    ,  
75418,Nevins Beach West,BEACH,VARIANT,30th September 1992,"","",GNB3930,BERRIGAN,-35  58  00, 145  51  00,-35  57  54, 145  51  04,TOCUMWAL,BERRIGAN,8026,BOOMANOOMANA,DENISON,"A beach situated on the south side of the Murray River, about           ",   ,    ,  
78656,Pebbly Beach,BEACH,ASSIGNED,25th January 1996,"","",GNB4112,EUROBODALLA,-36  14  50, 150  13  23,-36  14  44, 150  13  27,NAROOMA,NAROOMA,8925,NAROOMA,DAMPIER,A beach on the western side of the northern section of Montague Island.  It is the southern half of the bay area and comprises a small pebbly beach strip on a NE-SW axis.         ,   ,"Locally used name to identify the beach, now included in the Montague Island Nature Reserve Draft Plan of Management.   ",Name is used for marine management purposes.  
78828,Mitchies Beach,BEACH,ASSIGNED,29th March 1996,"",Lake Beach,GNB4224,BEGA VALLEY,-36  53  00, 149  55  00,-36  52  54, 149  55  04,PAMBULA,BEGA,8824,PAMBULA,AUCKLAND,"A beach, near the town of Merimbula, located on the southern side of the entrance to Merimbula Lake.          ",   ,Donald Henry James Mitchelson (1906-1978) constructed the existing jetty at the western end of the beach and operated from it.  He was the local Merimbula fisherman over many decades and sold fish from the jetty as well as to Sydney and the Eden cannery. ,Name in common local usage.  
78939,Raffertys Beach,BEACH,ASSIGNED,25th January 1996,"","",GNB4271,LAKE MACQUARIE,-33  07  25, 151  36  45,-33  07  19, 151  36  49,SWANSEA,LAKE MACQUARIE,9231,WALLARAH,NORTHUMBERLAND,"A sandy beach about 130m long on the eastern side of Lake Macquarie in the suburb of Cams Wharf.  It extends from a point 325m south of Point Morisset, southerly to rocks about 50m south of the wharf.         ",   ,The name is synonymous with the name given to the community being established in the area.  This community is called Rafferty's Resort.   ,  
79640,Quondolo Beach,BEACH,ASSIGNED,27th March 1997,"",Long Beach,GNB4228,BEGA VALLEY,-36  58  55, 149  55  30,-36  58  49, 149  55  34,PAMBULA,BEGA,8824,YOWAKA,AUCKLAND,A beach extending south 1.5 km from Quandolo Point within Ben Boyd National Park.  It is 3.8 km SW of Haycock Point and 4.2 km SE of Peach Tree Point.         ,   ,    ,Known as such to NP&WS staff and visitors for over 20 years.  The name `Long Beach` appears as the name of this feature on the first edition of the Pambula map but it was never assigned.
79642,Pinnacles Beach,BEACH,ASSIGNED,27th March 1997,"",Long Beach,GNB4228,BEGA VALLEY,-36  59  55, 149  55  30,-36  59  49, 149  55  34,PAMBULA,BEGA,8824,YOWAKA,AUCKLAND,A beach extending south from Quoraburagun Point for 2.5 km to Terrace Point within Ben Boyd National Park.          ,   ,"Named after The Pinnacles, an erosion formation in this area.    ","Beach well-known locally by this name.  The beach was shown as `Long Beach` on the first edition of the Eden 1;25,000 topographical map.  However, the name was never assigned."
79915,Wreck Beach,BEACH,DEFERRED,21st July 1997,"","",GNB4463,PORT STEPHENS,-32  44  00, 152  11  00,-32  43  54, 152  11  04,PORT STEPHENS,PORT STEPHENS,9332,TOMAREE,GLOUCESTER,A coastal beach about 1km N of Fly Roads and 0.3 km SE of Stephens Peak.          ,   ,This feature is known as `Wreck Beach` because of numerous wrecks on the beach.  (Crombie I National Parks and Wildlife Service officer proposal dated 3 July 1997)  ,This beach has been called `Wreck Beach` for minimum of twenty years. This name probably goes back to the time of settlement.  (Crombie I National Parks and Wildlife officer proposal dated 3 July 1997)
80098,Orion Beach,BEACH,ASSIGNED,15th May 1998,"","",GNB2776,SHOALHAVEN,-35  04  17, 150  40  58,-35  04  11, 150  41  02,HUSKISSON,JERVIS BAY,9027,BHERWERRE,ST VINCENT,"A beach at Vincentia, located 1 km west of Plantation Point, and lying to the west of Barfleur Beach.          ",   ,    ,The name 'Orion Beach' once applied to the beach now known as 'Barfleur Beach'.  Later the name 'Orion Beach' was moved to a beach west of the present 'Barfleur Beach'.
80219,Nimbin Beach,BEACH,ABANDONED,7th September 1998,Lighthouse Beach,Lighthouse Beach,GNB4594,WYONG,-33  16  55, 151  34  25,-33  16  49, 151  34  29,TOUKLEY,LAKE MACQUARIE,9231,WALLARAH,NORTHUMBERLAND,"A beach at Norah Head, about 200 metres NW of Norah Head Lighthouse.           ",   ,"This name commemorates the seven mariners who lost their lives on 5 December 1940, when the ship struck a mine off Norah Head.  The boat was the first Australian merchant ship to be sunk by German action on Australia's east coast.  (`Sun Weekly`  11 December 1997) ","In December 1997, Cr Greg Best of Wyong Council proposed that the beach be renamed to honour the men who lost their lives.  (`Sun Weekly` 11 December 1997)"
80760,North Avoca Beach,BEACH,ASSIGNED,22nd December 2000,"",; Avoca Beach,GNB4769,GOSFORD,-33  27  48, 151  26  10,-33  27  42, 151  26  14,GOSFORD,GOSFORD,9131,KINCUMBER,NORTHUMBERLAND,A beach about 2 km south of Terrigal and about 4 km north by west of Tudibaring Head.  It is in Bulbararing Bay and adjacent to the suburb of North Avoca.  It is about 1 km long.         ,   ,"Gosford Council proposed the name North Avoca Beach to the northern end of Avoca Beach, north of Avoca Lake.   ",  
80902,Sunset Beach,BEACH,ASSIGNED,29th June 2001,"","",GNB4800,PORT STEPHENS,-32  42  27, 152  03  43,-32  42  21, 152  03  47,PORT STEPHENS,PORT STEPHENS,9332,TOMAREE,GLOUCESTER,"A beach on the western shore of Soldiers Point in Port Stephens.  It extends from Pearson Park in the south, approximately 567metres in a northerly direction to  a point adjacent to Resthaven Avenue.         ",   ,"Named by the Soldiers Point/Salamander Bay Parks, Reserves and Halls Committee of Council.  The beach and adjacent park is a popular area for families to picnic and witness the spectacular sunset.  ",The small quiet beach was once primarily used for oyster farming.  The leases were bought out by the Cromarty Village Development who planned open public access onto the beach through Pearson Park.
81392,Main Beach,BEACH,ASSIGNED,5th July 2002,"","","",BYRON,-28  38  00, 153  38  00,-28  37  54, 153  38  04,BYRON BAY,BALLINA,9640,BYRON,ROUS,"A beach adjacent to the Byron Bay Surf Club, it extends east to Clarkes Beach and west to Belongil Beach.          ",   ,    ,  
82310,Sandon Point Beach,BEACH,ASSIGNED,20th August 2004,"","","",WOLLONGONG,-34  21  00, 150  55  00,-34  20  54, 150  55  04,BULLI,WOLLONGONG,9029,WOONONA,CAMDEN,A beach N of Waniora Point and S of Bulli Point.           ,   ,    ,  
82311,Woonona Beach,BEACH,ASSIGNED,20th August 2004,"","","",WOLLONGONG,-34  21  00, 150  55  00,-34  20  54, 150  55  04,BULLI,WOLLONGONG,9029,WOONONA,CAMDEN,A beach S of Waniora Point and N of Billambi Beach.           ,   ,    ,  
82314,Tathra Beach,BEACH,ASSIGNED,20th August 2004,"","","",BEGA VALLEY,-36  44  00, 149  59  00,-36  43  54, 149  59  04,BEGA,BEGA,8824,WALLAGOOT,AUCKLAND,A beach adjacent to the township of Tathra about 1 km W of Tathra Point.          ,   ,    ,  
82318,Red Rock Beach,BEACH,ASSIGNED,24th August 2004,"","",GNB5097,COFFS HARBOUR,-30  02  00, 153  12  00,-30  01  54, 153  12  04,WOOLGOOLGA,COFFS HARBOUR,9537,WOOLGOOLGA,FITZROY,A coastal beach extending northwards from Corindi Beach to Red Rock.           ,   ,    ,  
82419,Middle Beach,BEACH,RECORDED,27th September 2004,"","","",BEGA VALLEY,-36  53  30, 149  56  00,-36  53  24, 149  56  04,PAMBULA,BEGA,8824,PAMBULA,AUCKLAND,A beach approx 700m long situated midway between Short Point and Merimbula Point at the northern end of Merimbula Bay.          ,   ,    ,  
82420,Wallaga Beach,BEACH,RECORDED,27th September 2004,"","","",BEGA VALLEY,-36  21  00, 150  05  30,-36  20  54, 150  05  34,CENTRAL TILBA,NAROOMA,8925,BERMAGUI,DAMPIER,A beach approx 5 km long running in a NNE direction from Murunna Point  near the settlements of Wallaga Lake Heights and Akolele.          ,   ,    ,  
82430,Shelly Beach,BEACH,RECORDED,27th September 2004,"","","",BEGA VALLEY,-36  25  10, 150  04  10,-36  25  04, 150  04  14,BERMAGUI,NAROOMA,8925,BERMAGUI,DAMPIER,A beach at the eastern end of Horseshoe Bay. It is located about 600m NNW of Bermagui Trig Station.          ,   ,    ,  
82541,Woolgoolga Back Beach,BEACH,ASSIGNED,2nd December 2005,"","",GNB5068,COFFS HARBOUR,-30  07  20, 153  12  15,-30  07  14, 153  12  19,WOOLGOOLGA,COFFS HARBOUR,9537,WOOLGOOLGA,FITZROY,A coastal beach approx. 1.8 km long extending north of Flat Top Point to Woolgoolga Headland.  Adjoins the suburb of Woolgoolga.          ,   ,Woolgoolga Back Beach takes it name from the township of Woolgoolga.   ,  
82543,Station Creek Beach,BEACH,ASSIGNED,2nd December 2005,"","",GNB5068,COFFS HARBOUR,-29  57  57, 153  14  41,-29  57  51, 153  14  45,RED ROCK,BARE POINT,9538,RED ROCK,CLARENCE,"A coastal beach approx. 3.5 km long extending north of Corindi River to Station Creek.  Adjoins Yuraygir National Park, locality of Barcoongere.         ",   ,Station Creek Beach takes it name from the historical locality of Station Creek.   ,  
82545,Wooli Beach,BEACH,ASSIGNED,2nd December 2005,"","",GNB5068,CLARENCE VALLEY,-29  51  36, 153  16  07,-29  51  30, 153  16  11,BARE POINT,BARE POINT,9538,WOOLI WOOLI,CLARENCE,A coastal beach approx. 6.6 km extending north from the north entrance wall at Wooli Wooli River in the locality of Wooli  to Wilsons Head.          ,   , Named after the locality of Wooli.    ,  
82547,Minnie Water Back Beach,BEACH,ASSIGNED,2nd December 2005,"","",GNB5068,CLARENCE VALLEY,-29  47  40, 153  17  21,-29  47  34, 153  17  25,BARE POINT,BARE POINT,9538,SCOPE,CLARENCE,A coastal beach approx. 3 km long extending north from Diggers Camp Beach to a rocky outcrop south of Tree Point at the village of Minnie Water.         ,   ,Named after the village of Minnie Water.    ,  
82548,Minnie Water Beach,BEACH,ASSIGNED,2nd December 2005,"","",GNB5068,CLARENCE VALLEY,-29  46  12, 153  17  45,-29  46  06, 153  17  49,BARE POINT,BARE POINT,9538,SCOPE,CLARENCE,A coastal beach approx. 1 km long adjacent to the village of Minnie Water and extending north to Rocky Point.          ,   ,Named after the village of Minnie Water.    ,  
82550,Sandon Beach,BEACH,ASSIGNED,2nd December 2005,"","",GNB5068,CLARENCE VALLEY,-29  43  13, 153  18  08,-29  43  07, 153  18  12,SANDON,BARE POINT,9538,CANDOLE,CLARENCE,"A coastal beach approx. 9 km long extending north from a rocky point at the Illaroo camping area to the southernmost rocks at Clay Head, Sandon.         ",   ,Named after the locality of Sandon at the mouth of the Sandon River.   ,  
82635,Rennies Beach,BEACH,ASSIGNED,12th January 1990,"",Racecourse Beach,GNB3311,SHOALHAVEN,-35  22  10, 150  28  37,-35  22  04, 150  28  41,MILTON,ULLADULLA,8927,ULLADULLA,ST VINCENT,A beach about 0.75 km long on the coast of NSW about 1.25 km generally south south east of the Town of Ulladulla and 1.25 km west of Warden Head.         ,   ,    ,  
